TITLE	CATEGORY
Steve Carell In 'Foxcatcher' Is The Year's First Oscar Contender	e
GE Profit Matches Estimates as Synchrony IPO Set for July	b
The tiny tapir and the half-pint hedgehog: Canadian fossils reveal the mini  ...	t
Ukrainian president seeks truce to push peace plan	b
One killed in Los Angeles at unofficial BET awards pre-party	e
UPDATE 3-Semiconductor tool maker ASML cuts first-half sales forecast	b
Saudi Arabia Removes Health Minister as Deadly Virus Spreads (1)	m
Julia Roberts - Julia Roberts Opens Up About Sister's 'Heartbreaking' Suicide	e
Goodbye 'Chelsea Lately': Chelsea Handler Steps Down From E! Role	e
Big Blue Veteran Leads Apple-Samsung Patent Jury	t
GLOBAL MARKETS-World equities fall on valuation fears again, bonds gain	b
Channing Tatum - Channing Tatum for X-Men?	e
'Game Of Thrones' Season 4 Episode 4 Recap: 'Oathkeeper'	e
Piketty Rejects 'Ridiculous' Allegations of Data Flaws	b
All five of Garth Brooks' Irish comeback shows cancelled	e
US STOCKS SNAPSHOT-Wall St pulls back from record levels	b
Kendall Jenner Shows Her Pelvic Bones In A Dress At The MuchMusic Awards	e
ACA's Fourth Birthday: A Good Reason to Celebrate	b
A Hedge Fund Wants to Teach PetSmart Some New Tricks	b
Nikkei rises to 5-month high on strong US manufacturing data	b
Here's A List Of Instagram Photos You Could Put On Your Adidas Sneakers This  ...	t
New Michael Jackson Album, 'XSCAPE,' Coming Five Years After His Death	e
Embrace Life: Frances Bean Cobain Warns Lana Del Rey Over Death Wish	e
Tony Hayward Gets His Life Back as Kurdish Pipeline Opens	b
Russian Orthodox priest blesses Soyuz spacecraft ahead of blast off	t
UPDATE 1-Lufthansa pilots start three-day strike over early retirement	b
Buffett Discloses $528.7 Million Verizon Bet	b
'Mrs Doubtfire' Sequel? Robin Williams To Don Wig And Fake Boobs Once More!	e
Working 9 to 5: Hundreds of volunteers sift through mountains of debris as  ...	e
UPDATE 1-Relativity Media takes on Disney with Maker Studios bid	b
Avicii Hospitalized For Blocked Gallbladder, Cancels Ultra Festival Appearance	e
Landmark Alzheimer's Study Pinpoints Protein That Protects Aging Brain	m
Keeping up with her kravings! Pregnant Kourtney Kardashian treats herself to  ...	e
HUFFPOLLSTER: Uninsured Rate Hits 6-Year Low	b
Eating just two and half portions of fruit and veg a day cuts stroke risk by a third	m
Joan Rivers - Joan Rivers Refuses To Apologise For Cleveland Captives Joke	e
First look: Khloe Kardashian and Scott Disick start filming in The Hamptons... as  ...	e
UPDATE 1-Buffett's Berkshire Hathaway buys stake in Verizon, adds to Wal-Mart	b
Woody Allen under fire for all-white cast of Broadway production about Harlem's  ...	e
Shia LaBeouf Is NOT In Rehab, But He Is Being Treated For Alcohol Addiction	e
'Loch Ness Monster' Spotted On Apple Maps	t
Princess Beatrice - Princess Beatrice plans Mila Kunis' hen party	e
US Stock-Index Futures Gain Before Fed as Twitter Jumps	b
Greece's Eurobank gets green light for 2.9 bln euro share issue	b
Another Sign 'Game Of Thrones' Will Be Around For Seasons 5 & 6	e
Immelt Legacy at Risk Pitching GE-Alstom Deal to France	b
BLOGS OF THE DAY: Nirvana enters Rock and Roll Hall of Fame	e
'The Interview': Are Seth Rogen and James Franco About to Start Another World  ...	e
Scientist Backtracks On Stem Cell 'Breakthrough'	m
BofA Mortgages Fuel Another Loss as Moynihan Trudges: Timeline	b
X-men - Bryan Singer Plans To Countersue Sexual Abuse Accuser	e
Next Chapter In The Global Banana Trade's Bloody History: 'Walmartization'	b
US Urges China to Allow Bigger Market Role in Valuing Yuan (1)	b
Lindsay Lohan makes her London West End debut in David Mamet's Speed-The  ...	e
Top Fed officials consider enforcement issue at closed meeting	b
Asia stocks subdued, Nikkei weak on profit taking	b
Now That Barnes & Noble Has Ditched the Nook, Will It Sell Itself?	b
Potential Sprint/T-Mobile deal may prompt US auction rethink	t
All My Children actor Matthew Cowles dies at the age of 69... leaving behind his  ...	e
Paul Walker Tribute Will Take Place At 2014 MTV Movie Awards	e
Ryan Gosling's 'Lost River' Fails To Impress Critics At Cannes Debut	e
Food scare driving away Yum, McDonald's diners in China	b
Yahoo After Alibaba Still Set to Get Value From E-Commerce Site	b
Topless Woman Goes On Rampage In Florida McDonald's	m
How Wal-Mart's Winter Hangover Helped Its Small-Box Strategy	b
Healthy Role Model: Please LeBron James, Just Do It	b
Beyoncé beats Obama, Miley and the Pope to land the cover of Time's '100 Most  ...	e
Neil Young - Neil Young's Kickstarter Campaign Reaches Goal In 10 Hours	e
Chris Hemsworth And Wife Elsa Pataky Welcome Twin Boys	e
Jamie Foxx set to portray Mike Tyson in new film about boxing legend's life  ...	e
Senators Propose Gas Tax Increase Of 12 Cents Per Gallon	b
Michael Strahan Joining â€˜Good Morning Americaâ€™ as â€˜Utility Playerâ€™	e
Shipwreck Found Under World Trade Center Traced Back To Colonial Era  ...	t
Shailene Woodley arrives at LAX with hunky Theo James as she reveals she's  ...	e
Beyonce goes apartment hunting 'on the sly' without husband Jay Z amid reports  ...	e
Neil Young to take on Apple with Pono Music player and download store	e
Puerto Rico Sees an Economic Fix in Tourism	b
Novartis to Buy Glaxo Cancer Drugs, Sell Animal Health	b
Stay-at-Home Moms Rise in Reversal of Modern Family Trend (1)	b
RPT-In the driving seat: China's yuppies are new market force for global  ...	b
Tesla CEO says electric carmaker plans European plant: report	t
Bouygues confirms improved offer for Vivendi's SFR	b
UPDATE 4-Japan drugmaker Takeda to fight $6 bln damages awarded by US jury	b
GM Owners Buy New Models While Recalled Autos Go to Shop	t
UPDATE 2-Microsoft targeted in apparent Chinese antitrust probe	t
Eve - Eve told wedding guests to wear beach outfit	e
Want to take a photo against a white background? Beware, Amazon now owns  ...	t
Thin Mint And Tootsie Roll Are Taking On The E-Cigarette Industry	m
UK Fourth-Quarter Savings Ratio Falls as Income Slips	b
An acrobatic stunt went horribly wrong on Sunday during a performance by the  ...	e
GLOBAL MARKETS-Gloomy French data hits European shares, Iraq keeps oil high	b
'Mad Men' Finale Review: Dance Fever, Burgers And Space Travel	e
Rolls-Royce says in talks to sell parts of energy unit to Siemens	b
Rose Byrne In 'Neighbors' Is Your SXSW Breakout	e
Miley Cyrus Forced To Cancel More 'Bangerz' Tour Dates As She Remains  ...	e
North Korea's Stance on Seth Rogen & James Franco's The Interview: Unhappy	e
Rory Culkin: As A Kid, I Read Scripts Instead Of Books	e
RPT-FOREX-Euro firm on expectations of inflation uptick; pound surges	b
Jenny McCarthy to host new SiriusXM talk show about sex, marriage and  ...	e
Oculus Deal Said to Deliver 20-Fold Return to Spark and Matrix	t
Carney Fuses Bank of England Departments After McKinsey Review	b
BofA Reaches $950 Million Deal on FGIC-Backed Mortgage Bonds (2)	b
Game of Thrones wedding goes ahead without bloodshed	e
Jay Z - Jay Z And Beyonce Team Up For Summer Tour - Report	e
Dollar takes heart from ADP report, jobs data next test	b
Video shows a Crosslake, Minnesota wedding party ended up in lake as jetty  ...	e
Katt Williams - Police Urge Katt Williams To Get In Touch	e
Kevin Spacey - Kevin Spacey To Take On Winston Churchill In New Political  ...	e
Lindsay Lohan - Lindsay Lohan Reveals Secret Miscarriage	e
Corn Trades Near 4-Month Low as Crop Conditions Improve	b
UPDATE 1-India c.bank bars foreign investors from short-term local debt	b
WRAPUP 3-Fannie Mae, Freddie Mac post profits driven by legal settlements	b
French and Benelux stocks-Factors to watch on March 13	b
BOJ's Kuroda sees no need to ease but won't hesitate if needed	b
Why Did A Man Throw Himself Under America Ferrera's Dress At Cannes. Why?	e
Italian Bonds Advance With European Peers on ECB Stimulus Bets	b
Michael Jackson HOLOGRAM hit with claims it was used without permission	e
Tax hike hits Japan business mood, but outlook upbeat: BOJ tankan	b
Pain killer prescription practices vary widely among US states- study	m
Dollar Falls Most in a Week Versus Yen on Fed Rate View	b
Gasoline Seen Lower in US After Memorial Day: Chart of the Day	b
Former 'The View' Host Elizabeth Hasselbeck Shocked By Sherri Shepherd's  ...	e
Time Warner Cable Makes Hilariously Absurd Argument For Comcast Merger	b
Time to Put a Line Under John Travoltaâ€™s Idina Menzel Oscars Faux Pas?	e
Obama Opens East Coast To Oil Exploration For First Time In Decades	t
Uber declares war on the yellow cab: App-powered car firm cuts prices in New  ...	b
South African Credit Rating Downgrade Looms: Chart of the Day	b
Look! No hands! Driverless 'robo-cars' guided by radar and lasers on UK roads  ...	t
'Captain America: The Winter Soldier' Sets April Box Office Record, Topping  ...	e
AstraZeneca bid supports FTSE 100 despite ripples from Russian sanctions	b
Tom Cruise - Tom Cruise Surprises Fans At Movie Theatre	e
Asian shares struggle, dollar slips as Ukraine tensions rise	b
Israel readies for Passover, marking Egypt exodus	e
Apple iWatch set to be revealed on September 9th alongside iPhone 6	t
Dave Coulier ties the knot with Melissa Bring in rustic Montana wedding with Full  ...	e
White House's New Methane Plan Targets Greenhouse Gas	b
IMF standby agreement with Ukraine - text	b
Anglo Irish Ex-Chairman Sean Fitzpatrick Cleared in Loan Trial	b
Hugh Jackman Expected To Reprise Wolverine Role In Three More Movies	e
Fans come out in droves as the cast of iconic Kevin Costner baseball film Field  ...	e
REFILE-IBM to bet $3 bln over 5 years hoping for breakthrough in chips	b
Andre Johnson, rapper who cut off his own penis will not have it reattached	e
Captain America Becomes April's First Summer Blockbuster	e
Movie Review: Earth to Echo ...Techno ET	e
Sierra Leone Imposes Ebola Emergency as Liberia Sets Quarantines	m
Shire Rejecting AbbVie's Bid Puts It in Play: Real M&A	b
Will California Teachers Support the Staples Boycott?	b
Kristen Stewart - Kristen Stewart dropped from Snow White and the Huntsman 2	e
Fed Decision Day Guide, From Dot Plots To Exit Strategy	b
Apple's Time Has Come. Again!	t
NORDIC STOCKS - Factors to watch on March 18	b
Miley Cyrus Seemingly Blasts Liam Hemsworth In Expletive-Filled Rant	e
Strike at Nike, Adidas China Supplier Halts Output (2)	b
Driverless Cars Get Green Light for Road Testing in Britain	t
Justin Bieber 'takes Selena Gomez's frenemy Kendall Jenner to sushi dinner	e
Watch Denzel Washington In The First Trailer For 'The Equalizer'	e
UPDATE 1-Microsoft's CEO may unveil Office for iPad on March 27 -source	t
FOREX-Dollar rallies on strong US jobs data; euro falls	b
Robert De Niro is filled with emotion as he remembers his gay father in new  ...	e
Newfound Earth-Like Planet, Kepler-186f, Is 'Best Case' For Hosting Life  ...	t
UPDATE 2-US fines Morgan Stanley for not segregating client funds	b
Lights up, sound down, clothes on: Abercrombie & Fitch tones down its nightclub  ...	b
GLOBAL MARKETS-Wall St closes up but ends week lower, Europe stocks down	b
Anthony Cumia - Top Radio Host Anthony Cumia Fired Over Racist Tweets	e
Game Of Thrones sees Danaerys takes on another slave city	e
Olivia Wilde - Olivia Wilde welcomes baby boy	e
Selena Gomez films Adidas advert after reuniting with Justin Bieber	e
Canadian Stocks Rise to Record Amid Optimism on Interest Rates	b
NYMEX-US crude takes back some losses after stockpile draw	b
Marketwired Shuts Off Traders Amid New York Fairness Probe (1)	b
OkCupid Proudly Admits It Experiments On People All The Time	t
So Who Was Lana Del Rey's Boyfriend Barrie-James O'Neill?	e
'Captain America' Conquers Box Office For Third Straight Week	e
US STOCKS-S&P 500, Dow dip as DuPont warns; Nasdaq edges up	b
Demi Lovato Spreads LGBT Love With New Video And Personal Story	e
Scientific Games to buy rival Bally Technologies for $3.27 bln	b
PRECIOUS-Gold edges above $1300/oz as Russia sanctions hit equities	b
Josh Radnor - How I Met Your Mother Kids Knew About Series Finale From The  ...	e
Malaysia Investigates Chaotic Initial Response To Missing Jet	b
GM, Hyundai models win most JD Power quality awards	t
UPDATE 1-China's property investment slows; sales, new construction drop in May	b
Animal Welfare Activists Picket Liam Neeson's NYC Home	e
Let the showing off begin! Kourtney and Khloe Kardashian wear tight-fitting  ...	e
Gabriel Garcia Marquez, Nobel Prize-Winning Novelist, Dies at 87	e
Euro Poised for Weekly Drop as Draghi Signals June Policy Move	b
Whole Foods Profit Growth Stalls as Other Grocers Go Organic (1)	b
Apple Grants New Retail Chief Ahrendts Stock Worth $68.1 Million	b
BAZ BAMIGBOYE: Emma Watson wants a bit of drama	e
Oscar nominee Angela Bassett to direct Lifetime biopic of her late friend Whitney  ...	e
Sprint's revenue beats estimate as network upgrade progresses	t
UPDATE 2-Fifty new Ebola cases and 25 deaths in West Africa - WHO	m
Bron-Yr-Aur cottage sees Led Zeppelin fans because Stairway to Heaven was  ...	e
'Pretty Little Liars' Cast Heats Things Up For GQ Bikini Photo Shoot	e
10 Royal Recipes for a Game of Thrones Feast	e
FedEx criminally indicted by Justice Department over claims it made $820  ...	b
UPDATE 1-Airbus, Safran team up on response to SpaceX -sources	b
Bill De Blasio Sings 'I Love L.A.' On Jimmy Kimmel Live After Losing Bet	e
Rising inequality here to stay, OECD says	m
Arbitrage Alert Triggered as Shanghai-Hong Kong Gap Grows	b
World's Largest Banana Company Is Born	b
'They took center stage!' Sofia Vergara stuns in skintight black dress while  ...	e
Jennifer Lawrence ignores her boyfriend	e
Children's star Rolf Harris jailed for almost 6 years over sex assaults	e
UPDATE 1-Chrysler posts 1st-qtr loss, begins shipping 200 midsize	b
Shrine commemorates Japan's war dead, including war criminals	e
UK Treasury Raises 4.2 Billion Pounds in Sale of Lloyds Shares	b
Twitter Rallying With Amgen Takes Bite Out of Fed Warning	b
BNP Paribas Pleads Guilty in US to Violating Sanctions	b
Pope Francis rang the divorced woman after she wrote to him for advice	e
Oprah Winfrey - Oprah Creates A New Tea	e
Zac Efron Punched By Homeless Man - But Why Was He In Skid Row?	e
Stronger cyclicals help FTSE to set three-week high	b
"George Lucas's Proposed Museum In Chicago Is On ""Solid Legal Ground,"" Says  ..."	e
Captain America - Captain America Sequel Becomes Biggest April Blockbuster	e
UPDATE 1-India's top court again rejects Sahara chief's bail plea	b
'Candy Crush' Maker Seeks Valuation Up to $7.6 Billion	b
FOREX-Dollar holds job-inspired gains in quiet start to week	b
Ticks, Fleas, Mosquitoes -- Oh My! Protecting Your Dog Against External Parasites	m
FOREX-Yen at 3-1/2 mth high on BOJ Kuroda's optimism, sterling shines	b
'Fargo' Review: A Frosty Treat From The Frozen North	e
Spotify's Most Popular Song Is Also The Most Terrible Song	e
'Modern Family' wins Emmy for best comedy series	e
UPDATE 2-Sina Weibo soars in debut, overcoming censorship concerns	b
Andrew Garfield - Andrew Garfield Makes Surprise Appearance In London Play	e
To Fight Dengue Fever, Brazil Turns to Genetically Modified Mosquitoes	m
REFILE-Swan song for dead parrot? Pythons say reunion will be last	e
Striking Venice workers bring protest to film festival opener	e
Tammy - Susan Sarandon's Glow Had To Be Dimmed For Grandma Role In  ...	e
Euro Bears Detect Vindication as Futures Show Shift: Currencies	b
UPDATE 3-Omnicom, Publicis call off proposed $35 billion merger	b
FTSE gains on company updates, Barclays jumps	b
ECB's Constancio - concerned by low inflation, sees no deflation	b
RPT-UK to sell shares worth $6.9 billion in Lloyds Banking Group	b
Woody Allen - Woody Allen casts Emma Stone in next film	e
Is this why women are more scared of mice? Scientists find rodents are bolder in  ...	m
LyondellBasell says won't buy anymore disputed crude from Iraq	b
UPDATE 5-US auto sales fall short of expectations in July	b
"It's Official! Jason Momoa Will Be Warner Bros.' Aquaman In ""Batman Vs  ..."	e
'I'm so f***ing hammered!': Charlie Sheen has a bizarre encounter with fans at a  ...	e
Williams Cos to buy stake in Access Midstream Partners for $3 bln -Bloomberg	b
Real Chimps Watch 'Dawn Of The Planet Of The Apes,' Revolution Begins	e
Kanye West - Kanye West proposed to Kim Kardashian years ago	e
FOREX-Yen gains after Bank of Japan refrains from stimulus	b
With $51 Million, Seth Rogen's 'Neighbors' Smashes Spider-Man At Box-Office	e
UPDATE 1-America Movil aims to cut Mexico market share below 50 pct	b
No sign of thawing! Frozen reaches $1.219 billion at the worldwide box office  ...	e
$84000 For A 12-Week Treatment? Pharma Trade Group Defends Hepatitis  ...	m
WTI Trades Near Two-Week Low Before Stockpile Data	b
"Idris Elba Welcomes Second ""Truely Amazing"" Baby Boy With Girlfriend Naiyana  ..."	e
RPT-Fitch Revises Stanwell's Outlook to Negative; Affirmed at 'AA'	b
PRECIOUS-Gold rallies on safe-haven bids after Malaysian plane downed	b
Alibaba's deal-making ripples across Silicon Valley	b
Look Ma, No Hands: Sergey Brin's GoogleCar Has No Steering Wheel, No Brakes	t
Ebola Cases May Surpass 20000, WHO Says in Updated Plan	m
CORRECTED-Alibaba invests $215 million in messaging app Tango	b
Foster Farms Recalls Chicken Linked To Salmonella Outbreak	m
The first lady's office says she'll appear on the May 7 episode of the ABC country  ...	e
GM Says Ignition-Switch Troubles First Surfaced in 2001 Testing	b
Treasuries Drop on Jobs Raising Yield to Most in 2 Months	b
Kermit and Miss Piggy spoof Kim Kardashian and Kanye Vogue cover	e
YouTube rumoured to be working on a child-friendly version of video sharing  ...	t
UPDATE 1-US CBO estimates slightly lower deficits as health subsidies fall	b
Omnicom, Publicis Abandon $35 Billion Global Advertising Merger	b
UPDATE 2-US appeals court upholds Fed's debit card 'swipe fee' limits	b
Gareth Edwards Will Direct The First 'Star Wars' Spinoff	e
Flight 370 Wreckage Search Resumes, Airline Says No Hope of Survivors	b
BNP pleads guilty for 2nd time in $9 bln US sanctions accord	b
Weibo Gains in US Debut After Microblog IPO Priced Low	b
American pulls fares from Orbitz after failing to reach a deal	b
UPDATE 4-Honda and others recall nearly 3 mln vehicles over air bag flaw	t
UPDATE 1-Omnicom, Twitter sign $230 mln mobile ad deal	b
Valeant sees 'unrivaled' growth in possible Allergan merger	b
Airbnb to Offer Rooms for Business Travelers With Concur	b
Honduras Official: 11 Miners Still Trapped After Gold Mine Collapse	b
Bunny Yeager Dead: Pin-Up Photographer Who Helped Launch Bettie Page's  ...	e
Jon Hamm Worked On Soft-Core Porn Films Before Making It Big	e
Australia strips Rolf Harris of honors after sex crime convictions	e
CORRECTED-UPDATE 1-China June consumer inflation cools, more stimulus  ...	b
Jeweler Tiffany raises full-year profit forecast	b
Overdraft Fees Usually Cost Way More Than Item Being Bought, Study Finds	b
Angelina Jolie Named Honorary Dame, Daniel Day-Lewis Receives Knighthood	e
Mila Kunis - Mila Kunis: 'Ashton Kutcher's Proposal Was Best Day Of My Life'	e
The chances of US taxpayers getting audited are at the lowest they've been  ...	b
COMMODITIES-China fears hit copper, oil; Shanghai commodities slump	b
UPDATE 2-Amazon grabs rights to stream older HBO shows	e
Is Lea Michel Dating Former Gigolo Matthew Paetz?	e
Transcendence review: A so-so thriller set in the world of Artificial Intelligence	e
US orders oil-by-rail shippers to advise when cargo moves through states	b
Banks take most loans in ECB weekly operation since mid-2012	b
Sarah Palin Is Publicly Auditioning To Join 'The View'	e
PRESS DIGEST - Hong Kong - June 24	b
Steve Jobs Never Wanted Apple To Make A TV	t
Beyonce Joins Solange During Her Coachella Set, Plus More Of The Fesival's  ...	e
Fischer confirmed to be No. 2 at US Fed	b
NY AG to file securities fraud lawsuit against Barclays -source	b
Asian Stocks Trade Near Six-Year High as Utilities Gain	b
John Wayne - John Wayne's Relatives Fighting For Duke Trademark For  ...	e
Our sun, the beautiful inferno: Stunning Nasa footage reveals graceful solar flare  ...	t
Snapchat in Funding Talks With Alibaba at $10 Billion Value	b
This Is What It Looks Like When Miley Cyrus Rolls A Joint	e
REFILE-WRAPUP 1-Incoming S. Korean minister cites weak economy; Samsung  ...	b
Credit Suisse to Remain a Primary Dealer With New York Fed	b
UPDATE 2-Moscow courts back closure of three McDonald's branches	b
Rosie O'Donnell slams Lindsay Lohan's documentary series as 'a tragedy - on  ...	e
Beyoncé and Jay Z jet out of The Hamptons after snubbing Kim Kardashian and  ...	e
Terry Richardson 'offered model Emma Appleton Vogue photo-shoot in  ...	e
Bron-Yr-Aur cottage sees Led Zeppelin fans because Stairway to Heaven was  ...	e
Zac Efron - Zac Efron Dating Halston Sage - Report	e
Healthcare.gov Goes Down On Last Day To Enroll In Obamacare	b
UPDATE 4-US forces hand over seized oil tanker to Libya	b
Amazon To Release FREE Netflix Competitor: WSJ	t
That's BIG hair! Kim Kardashian celebrates Khloe's 30th birthday with a  ...	e
Paul Walker's Brothers Will Step In To Finish 'Fast & Furious 7' Scenes	e
Bryan Singer - Bryan Singer Breaks His Silence About Sex Abuse 'Shakedown'	e
Chris Brown - Chris Brown 'loves' Karrueche Tran	e
Boy, oh boy! Kristen Stewart and Anne Hathaway dress in drag for new music  ...	e
US STOCKS SNAPSHOT-Dow, S&P 500 close at record highs	b
US STOCKS-Wall St flat at record levels, valuations seen as reasonable	b
Jay Z - Beyoncé secretly house-hunting alone	e
'Batman vs. Superman' Won't Move For 'Captain America'	e
FTC alleges T-Mobile knowingly billed customers for hundreds of millions in  ...	t
UPDATE 2-Fed mulls policy exit, eyes October end of asset purchases	b
General Motors apologize for deaths tied to parts they knew were faulty	b
The parents in denial over their kids' size: Number who can spot if child is  ...	m
Hello Kitty Is Not A Cat Because Nothing Makes Sense Anymore	e
Beer Touring in Germany: Who Are These Ladies and How Are They Rocking  ...	e
All five of Garth Brooks' Irish comeback shows canceled	e
Fitch Affirms Kaluga Region at 'BB'; Outlook Stable	b
GoT finishes on a ratings high	e
Rapper Andre Johnson, Aka Christ Bearer, Severs Penis And Jumps From  ...	e
UPDATE 1-Coeure sets out contours of possible ECB asset-buy plan	b
Thailand's Tourists Ask 'What Coup?'	e
'Legends Of Oz: Dorothy's Return' Knocks The Sparkle From Emerald City [Trailer]	e
UPDATE 1-Mobileye shares jump 58 pct in bumper debut	b
RPT-Fitch Affirms Danske Bank Category C Covered Bonds at 'AAA', Outlook  ...	b
Ukrainian President Calls For Ceasefire In East Ukraine	b
Pitch Perfect - Anna Kendrick On The Hunt For Sex In Saucy Saturday Night Live  ...	e
FOREX-Euro roughly flat after Eurosceptic surge	b
Christina Aguilera - Christina Aguilera Pregnant With Baby Girl	e
Comcast-Time Warner Cable Deal May Be Bad News For Roku Owners	b
UPDATE 4-Chiquita and Fyffes join to make world's biggest banana firm	b
UPDATE 4-Argentina deposits debt payment, but US court blocks payout	b
"US ""not expecting good news"" at WTO meeting on Indian row"	b
US TV network Fox to air live 'Grease' musical in 2015	e
GoT: Rose Leslie on That Sex Scene And Her Lack of Thick Northern Accent	e
UPDATE 1-Ukraine to hike domestic gas prices by 50 pct to meet IMF demands	b
Morrissey cancels the remaining dates of his US tour 'in the interest of making a  ...	e
OKCupid Publicly Rips Mozilla: 'We Wish Them Nothing But Failure'	t
US FCC Chairman Wheeler to testify in Congress on May 20	t
Benefits of Dark Chocolate: Health up Your Easter Baskets!	e
Abbvie presses case for $46 billion Shire takeover	b
'Love you brother!' Rob Kardashian builds bridges with Scott Disick and Lamar  ...	e
Robert Hastings - Actor Bob Hastings Dies At 89	e
Kentuckians Hate Kynect A Lot Less Than Obamacare	b
"Pussy Riot May Or May Not Be In Talks For ""Spring Breakers 2"", But James  ..."	e
RPT-Samsung Elec replaces mobile design head	t
JPMorgan To Invest $100 Million In Detroit	b
CORRECTED-FOREX-ECB comments knock euro, but not much	b
Jamie Lynn Spears is married	e
Chris Hemsworth - Chris Hemsworth and wife welcome twin boys	e
New 'Hercules' Trailer Features A Lion-Wearing Dwayne Johnson	e
Portugal's BES books 3.6 bln euro loss, capital needed	b
UPDATE 2-Carney signals earlier British rate rise, sterling soars	b
Faulty tests give false hope to prostate cancer victims: Half of patients have more  ...	m
US STOCKS-Futures slightly higher with indexes at records	b
UPDATE 1-Motorcycling-Marquez wins in Texas to extend perfect start	t
Pound Gains Most in Six Weeks Versus Euro on Weale Rate Comments	b
Justin Bieber's influence? Police called to Selena Gomez's Hidden Hills mansion  ...	e
HP Names CEO Whitman as Chairman Replacing Whitworth	b
Zac Efron's pals are 'worried sick he was looking for drugs, not sushi' on night of  ...	e
US Stocks Slide as Twitter Leads Internet Selloff, AIG Sinks	b
Facebook launches app to bring free internet to Zambia - and promises to bring  ...	t
Lululemon Rises as CEO Says He'll Speed Up Global Expansion (1)	b
Fitch Affirms Accor SA at 'BBB-'; Stable Outlook	b
Who Is Michael Jace, The Actor Who Shot His Wife To Death?	e
Conscious Uncoupling: What It Means	e
'Josh is not your soulmate!' Sean Lowe warns Bachelorette Andi Dorfman love is  ...	e
UPDATE 3-Automakers report strong uptick in May US sales	t
GRAINS-Corn firms after USDA confirms planting delays	b
All The Big Things We Expect From Google This Week	t
Judge Joe Brown Arrested In Memphis	e
Internet joker who set out to raise $10 on Kickstarter to make a potato salad is  ...	e
L'Wren Scott's sister Jan Shane claims designer was devastated she didn't have  ...	e
Sandra Bullock - Sandra Bullock, Jennifer Aniston And 50 Cent Help Chelsea  ...	e
Door-To-Door Mail Would Stop For Millions Under Proposed Law	b
Photos Of Frostie The Baby Goat Frolicking In His Tiny Wheelchair Are So Cute  ...	m
Drug Company To Give Sick Boy Potentially Life-Saving Meds After Facing  ...	m
David Arquette - David Arquette's fiancée says he's the 'love of' her life	e
ECHOES OF 1983 SOVIET ATTACK ON JET	b
Bullion market eyes e-platform to revamp London gold benchmark	b
European Stocks Are Little Changed Amid Deals Action	b
UPDATE 2-Amazon grabs rights to stream older HBO shows	e
Miley Cyrus - Miley Cyrus Films Fight Between Fans At Concert	e
CORRECTED-US regulator says investigates Chrysler over ignition switches	t
Oil Heads for Weekly Drop as Iraq Unrest Spares Southern Output	b
Special Report : Saudi Arabia takes heat for spread of MERS virus	m
Pandora Lifts Subscription Cost of Ad-Free Music on Royalty Fees	t
NZ Dollar Approaches Record High on Exports; Yen Strengthens	b
Indian bond yields hit 1-month high on rising crude oil prices	b
MOUNTAIN VIEW, Calif. (AP) — Trips down memory lane are now available on  ...	t
Emma Stone Attends 'Birdman' Premiere At 71st Venice Film Festival [Pictures]	e
UPDATE 2-Alcatel-Lucent cuts Q1 loss, pursues turnaround	b
British Tabloid Apologizes After George Clooney Slams False Story About  ...	e
New York Towns Can Ban Fracking, State's Top Court Rulesi	b
WRAPUP 5-Planes spot objects after search for lost Malaysian jet shifts north	b
Monte Paschi approves increasing size of capital increase to 5 bln euros	b
UK sells 4.2 bln stg of shares in Lloyds	b
Wesfarmers to Sell Insurance Broking to Arthur J. Gallagher (2)	b
Disney To Recast 'Indiana Jones,' Bradley Cooper is First Choice	e
Lea Michele Shares Heartbreaking Message On Cory Monteith's Birthday	e
Facebook Makes Us Happy/Sad	t
UPDATE 2-BP profit jumps but warns of Russia sanctions impact	b
"Ticket Sales And Expectations High As Beyonce And Jay Z Launch Into ""On The  ..."	e
We're Learning More From Stephen Colbert Than The Actual News, Study Says	e
Toyota Motor aims to double sales in China to 2 mln vehicles in future	b
L'Wren Scott misled Mick Jagger over secret loan	e
Wu-tang Clan - Wu-tang Clan Affiliate In Stable Condition After Alleged Suicide  ...	e
Morgan Stanley's Gorman Seeks Higher Payouts With Goal of 100%	b
Russia-China Deal Seen Damping LNG Prices as Output Rises	b
Shailene Woodley Tells It Like It Is: 'Teenagers Are So Smart'	e
US 2nd-quarter growth forecasts cut on tepid consumer spending	b
Kim Kardashian proves she's got bra-vado ...as she steps out in skin-tight skirt  ...	e
Who Is Ryan Lewis Asks Ryan Lewis In Hilarious Jimmy Fallon Clip	e
Justin Bieber - Justin Bieber Visits Japanese Orphanage	e
US STOCKS-Wall St to open lower as China concerns mount	b
Brent up near $113 on supply worries as Iraq violence rises	b
Jay Z and Beyonce go on the run	e
Justin Bieber and Selena Gomez continue to rekindle their on-off relationship as  ...	e
Alexander Wang will create a collection for H&M, designer confirms today	e
Ousted American Apparel CEO Fights Back, Now Owns 43 Percent Of Company	b
Studies Find 'Young Blood' Reverses Effects Of Aging In Mice	m
China June daily crude oil imports down 7.8 pct on month	b
Teen Charged With Rape At Keith Urban's Massachusetts Concert	e
The top films at the North American box office	e
Yacht Row: Where the Rich Spend the Cannes Festival	e
GLOBAL MARKETS-Iraq, Ukraine tensions keep markets on edge	b
GoPro Touts Media Ahead of IPO for Higher Value Than Cameras	b
